class_id	category	line	signature	guard	error_guard	uses_active	files	gender	body_sha256
mkN324	N	7583	Str -> N	True	True	0		Fem	337db7437ae4400d1386ff1e79353b1785b41f090900e1932c4cb47c473b0857
mkN325	N	7611	Str -> N	True	True	0		Fem	d06c144bbcc96c2b9ca68a18ded943fbbed92c7142aadb6ba6189207e5b19d6a
mkN326	N	7639	Str -> N	False	False	0		Masc	068947dc46a5cbc1b17462de4665f2891651fa86f222d4e2421628957838d552
mkN327	N	7662	Str -> N	True	True	0		Masc	4f95bba06d6690dca8f2cfa72fa68762b8a8b1ad1c2ce155ae4206d3acb37920
mkN328	N	7691	Str -> N	False	False	0		Masc	0ffc6c33ae3af63f68488e902c6ccf5329f99ec99155a2952cc8138e94517ee2
mkN329	N	7711	Str -> N	False	False	0		Masc	ee21b66dd5cd8dca4f6376ba679c0b225d10916b2f95bbe83a0c476f4eefb6e3
mkN330	N	7734	Str -> N	True	True	0		Fem	d10133835407047a8ff31418909115e758b647e48c0f9ba1ada82a3095e8743a
mkN331	N	7757	Str -> N	False	False	0		Fem	9c0a24ff9ec94e42d50de3697476925388c0ac8ebd22c5711dc5662f67e40910
mkN332	N	7781	Str -> N	True	True	0		Fem	bb274dcc4ea5d920a43dbbe98d1d60ade132b56e174f55b62edbda5eb6a70a03
mkN333	N	7811	Str -> N	False	False	0		Masc	1d889c4b809b766301441205892effe61f30fc699bffe1c6f4b12975923c3b6e
mkN334	N	7833	Str -> N	True	True	0		Fem	a2d0bebe1a78a0ca61ab6a761c6649a19ea0b2da6cbe3cdf05681cdafae8680f
mkN335	N	7862	Str -> N	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1	Fem	a9e5954280ac242f7005fb47c7596fdd8792ad934f0dad2ca6aba681a44de9a6
mkN336	N	7885	Str -> N	False	False	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2	Masc	d5f469428a742e698f9282c47003bf861e024ca30609c01293b9b4c8e7ca0f73
mkN337	N	7907	Str -> N	True	True	0		Masc	1f361778f26b56d1b607c381913395dcaec6676988d52d022bdeb97b6fd94c49
mkN338	N	7936	Str -> N	False	False	0		Fem	b2e7b0c45aaccc7c7f2a6ca1693ee8fa46409e3d69668c2f742307c1e706631a
mkN339	N	7959	Str -> N	True	True	0		Fem	fcf158a075c10c7299aec63e9c0bdfdae693599ad9b1100af528355534c8be34
mkN340	N	7988	Str -> N	True	True	0		Fem	1f40f830eeae6788ef164df5fd8ffcb8698d3274b77e1a03defdb19bb8fc831a
mkN341	N	8015	Str -> N	True	True	0		Fem	6c99307cff9fa7b9aa22a29d0e3d69e530824fe4e80bf48f4cb221d260f2de33
mkN342	N	8062	Str -> N	True	True	0		Masc	b93b98d63fd0e4fc7db979e8d81589a3c275ec7c545e1ba98faeb60420111f10
mkN343	N	8109	Str -> N	False	False	0		Masc	2d69158e1f5a611bd02b00a060793bf1a9dfa02893b20d065265445a25aa5721
mkN344	N	8153	Str -> N	True	True	0		Fem	e9fc2b2ec5c9880b2ea8259d358df52351eb2285dd043aabdba3bb5fcc4b053e
mkN345	N	8200	Str -> N	True	True	0		Fem	a3a721dc979a90fb49424d090286983c43dc60dc5267aec365135d7a04b25024
mkN346	N	8247	Str -> N	True	True	0		Masc	bf805d463b14f663a945cb56321b68bfc283496fa07ad8db36c1997f579357c4
mkN347	N	8294	Str -> N	True	True	0		Masc	4693a58696cedf92439bb1eca019dfc6a3c2350ac997a22358be854d30d6d0bf
mkN348	N	8341	Str -> N	True	True	0		Masc	6e9e002089aacee82902ff885fd9aa38969a9eb06fc016e8a9ec3229046aa8ed
mkN349	N	8388	Str -> N	True	True	0		Fem	cff71615525159b8786d9e26bfb29996e44a28bc8b2133ebd990e3d526fdc6f8
mkN350	N	8435	Str -> N	True	True	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2	Masc	894334139cfaaefe186f51d6bc8b586688acbceff23a6b2e2ae923e47fc44aca
mkN351	N	8482	Str -> N	True	True	0		Fem	7063d140c2166972f70c1220d9a78ce443d53b5c581b47608a93b9b50b0aaaa9
mkN352	N	8505	Str -> N	True	True	0		Masc	23d9ddc91769818fab6c786a872346084bd9ee7babc095dea588c69766198931
mkN353	N	8528	Str -> N	True	True	0		Fem	fbb2a4521e08838adf20290c5a41211d17846dcf625a76b8d2ed604b55066f1f
mkN354	N	8551	Str -> N	True	True	0		Masc	42f9feacb5026fbab7059ca57f6f2c3d531b86a196f6a2fa518fa40472dc299a
mkN355	N	8574	Str -> N	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1	Fem	815cf59940a2f4325ce10fc3bd8cce2aa0bdb6e04535316d0b8545d4fe5f83c1
mkN356	N	8597	Str -> N	False	False	0		Masc	a7d337e4a21486c26c4d3f3c0da6d0ce01aece51bc87a6dc3cc2e67578b0ea43
mkN357	N	8617	Str -> N	False	False	0		Masc	1fdf035c536626b2a82c48cb624fd56d9686948235f7c102d6dbe313fb50f7e4
mkN358	N	8637	Str -> N	True	True	0		Masc	b515662bc4ba3235c9fa6e93e66ca675a04d8374e987b5677e53753411f3315a
mkN359	N	8660	Str -> N	False	False	0		Masc	123ab7762d08c84b84155d3696e302d89ee48388482cd1290a5b51c77caafcf5
mkN360	N	8680	Str -> N	True	True	0		Fem	6185b652e99c1751de584b9f009d43aeabc756e83ae4cade7cd760a80db00385
mkN361	N	8729	Str -> N	True	True	0		Fem	047bf39f42ee0a92610d37b993c7523dabc7edb2f9a5b41d386ee1ff42659e79
mkN362	N	8752	Str -> N	True	True	0		Fem	73214fd2640ad15d63e0077b68ae696d183b98a6317f2a88faa38f7d1c6f1101
mkN363	N	8775	Str -> N	True	True	0		Masc	d2ba55999ae5316aae816769be6c5863649c2ec5c4d22a48a2d611be1826cee9
mkN364	N	8800	Str -> N	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1	Masc	924a9ec29c113cff54929ad2d48e3ad25a54780708fad00c39be1672759e3a43
mkN365	N	8825	Str -> N	True	True	0		Masc	cb8e5c7a161e9b82abb414e94b7de9a5a825b19b1a4f8b11ed2c901129cfe5bf
mkN366	N	8850	Str -> N	True	True	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2	Fem	0cbe9d58e87c337b5f054dda17654cf28f7e106caff09e5f435ba80609187b06
mkN367	N	8873	Str -> N	True	True	0		Fem	603d38b33d486efcb6673ee4f2e16dee650d39718235adc4f0fb191fd086db48
mkN368	N	8896	Str -> N	True	True	0		Masc	41a62e5bb1446bbb8ee5439c7191e8c4f082432690245b45bb497da27e5f9af8
mkN369	N	8921	Str -> N	True	True	0		Masc	2068217d42bad4919af8f66052e1fb63fa769d2920d5986e88c42c95eade261f
mkN370	N	8948	Str -> N	True	True	0		Masc	ed21bae611043affb1ba2d4fe723ace02e8a1e79d2a92b0dd61046a1231f65ea
mkN371	N	8973	Str -> N	True	True	0		Fem	b54d0856478d68891fd6f708898a35a37f6767408443d958c4a30d0f0fe4310e
mkN372	N	9020	Str -> N	True	True	0		Fem	75556113a60c8fd7d749dedb585dc6edccfa4bdc195c4a1c23ddcb854e7b4106
mkN373	N	9067	Str -> N	False	False	0		Masc	78349ac2780adc11706233e7ee85f822a3feb5cbe134d0b8a63ff9b3d8034fd3
mkN374	N	9111	Str -> N	True	True	0		Masc	ba0d1a173cd2382b45c0f6f86d8782a6f3c13069cc9289e68e483b5b25fcc1b4
mkN375	N	9158	Str -> N	False	False	0		Fem	f95c8be48bca8fdeba974670ab38b968d58e960ea0110d54154f523a6d66a7b5
mkN376	N	9202	Str -> N	True	True	0		Masc	78c5ff191b03455fc78056916acae0446146a3312d098f57363bef7f7d9ef940
mkN377	N	9249	Str -> N	True	True	0		Masc	4d025c6b21a5294442e3bdb34dcb049a77b996f3f9835ec7a461bb0c28511a5b
mkN378	N	9296	Str -> N	True	True	0		Masc	2ef7fbbfd30ee3f7f6cde80514e2f2669d620db8df6d45ea5483bf9384e2a0bf
mkN379	N	9343	Str -> N	True	True	0		Masc	fd3ff239440bff7693bc962ed5c70ec6ee7dfdc1c06d282ef1ac4242c6304650
mkN380	N	9390	Str -> N	True	True	0		Fem	4f1f3523ef153c55f3e0208c3b46505cdfd51478bc40155a420cdbc424f21c52
mkN381	N	9437	Str -> N	True	True	0		Fem	599088d06d68ae7e1ed321081b3c2d9014497ed2b37c4dfd4f8d9c74414ed908
mkN382	N	9466	Str -> N	True	True	0		Masc	e1135f6f8752619b0726a1d919ae035972aec98c9fa11e2a80ada0d99f89b2f1
mkN383	N	9489	Str -> N	True	True	0		Masc	0e14ee1de3553a8a6b0528c873758716cab339a189ac6e7fb1e00b4c27ea5b9c
mkN384	N	9517	Str -> N	True	True	0		Fem	8c1f894fbca373f03022a40394a419ede156e58916ad8b6f555216aa51200cee
mkN385	N	9540	Str -> N	True	True	0		Fem	ea04cee9a5867cd89c7083e238fd2260c00cc1383626c0c5507ecba693a2e979
mkN386	N	9568	Str -> N	True	True	0		Masc	5b4b825c690a359efbc3bbef35d6bbaa3a253c8a55c3246578a96ad171da0012
mkN387	N	9595	Str -> N	True	True	0		Fem	07a89d85c9d000339bb00d434b83bb66a49985c9c2172c5b5ac6d644d43145f4
mkN388	N	9619	Str -> N	True	True	0		Fem	ba2a66db2122b26814612f18fd393857cc7fbbe85127cdebbe117d03b540611a
mkN389	N	9646	Str -> N	True	True	0		Masc	f491b5f2161428f5ce0a5612b926cc26760302fb7ce028cb60c11edab1a3cc46
mkN390	N	9673	Str -> N	True	True	0		Fem	64a1f497591fa118c88af4faeb3971350d5c5614f3511cc48884ad61e0f93322
mkN391	N	9700	Str -> N	True	True	0		Masc	d1ba872361969332b74595c6c5b35ce3f2d091e345926a47d34a62978cfdcba3
mkN392	N	9723	Str -> N	True	True	0		Fem	80b313d666ba363610aef5ae324163248102da28b14064aee1b0ac6371e990c8
mkN393	N	9746	Str -> N	False	False	0		Masc	0c463dffb5f10740c7d0e4053c4f2be32a4675a4ea5bc69020296bc67f058042
mkN394	N	9766	Str -> N	True	True	0		Fem	4c313a4c63de8c271683a8094af6f8f044abce6b05f8108ffc1b558cd491530a
mkN395	N	9789	Str -> N	True	True	0		Fem	7ec6b55b88a94385a1501c03b50e3a91df8d21b7f7e861385a0dd84af13d9f2c
mkN396	N	9812	Str -> N	False	False	0		Masc	975d5cd0771e646a4aa7b178cf40bbfec723836eeec0bd93976978bcf033ed10
mkN397	N	9832	Str -> N	True	True	0		Fem	e49f1c5279c05d50c6778bd9e7c65093b2c26db9636b2ca290a494e29410691a
mkN398	N	9855	Str -> N	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1	Masc	132a8fbe88f214d08eb62584f3efaa29e30d2acd4cde31ee109fdd43d8d28454
mkN399	N	9878	Str -> N	False	False	0		Masc	7bc9e96aeb807eac7dd992b33b347d5c4588bdf20f2f8cc93009ec6668cbcbff
mkN400	N	9898	Str -> N	False	False	0		Masc	a810468ff1cc47bbd8dd7aba9ac95958169d57b1e10ced5f044f23365d8e16d1
mkN401	N	9918	Str -> N	True	True	0		Fem	bad3e40b9eb2ea526bd5c59005c06e6cec5cb084b883e69be4b5fcc3a84d9d3b
mkN402	N	9946	Str -> N	True	True	0		Fem	e0d2897362af13a9b5cb21fa56b879a22ab50f9a6ae7327be0db91ba7b559f67
mkN403	N	9974	Str -> N	False	False	0		Masc	d9ea7617a12bf837eab2e97ef11386215a34777f7bd4c754566c6ebeb1d4f6ac
mkN404	N	9994	Str -> N	True	True	0		Masc	2ba3a3d73b16b77f80266370a415eb29a1de17d3b711623fc8e1434efe3decfa
mkN405	N	10017	Str -> N	False	False	0		Masc	c290ee6e69df96fb7adfc556419406893b887d46d2dd2c7d4e8fd724a2cd7f2c
mkN406	N	10047	Str -> N	True	True	0		Masc	aa176dc75d5722b0b6896090fe68f40f228accfd87338a44bc03c0c8f8eeab03
mkN407	N	10071	Str -> N	True	True	0		Fem	16e7f6e02c86cfa51203f97406ed007162de09e9e5118aa4dda76d92c193c54f
mkN408	N	10095	Str -> N	True	True	0		Fem	47af6ece69a16157be437feea496e33a82b1510efbcc11c39eda96adc658bcfc
mkN409	N	10119	Str -> N	True	True	0		Fem	b97ca34e4223401f0a218ff79fe008ec9e3c62f1b7c942e8b4eb9fecc6db2811
mkN410	N	10147	Str -> N	False	False	0		Masc	a56f43fa143b25af0879c4b60f6d36bf82ac3cfe8c532b612ec1126b97803567
mkN411	N	10177	Str -> N	True	True	0		Fem	98ed67489121501cc597b0707b5d173aab6d121f79025e9c84b7e4f3a1bb1f66
mkN412	N	10224	Str -> N	True	True	0		Masc	17b777801147cdb69d90cc705caf7b10d95f1d3b36c2a69455b0eccb72a03bdd
mkN413	N	10251	Str -> N	True	True	0		Masc	cafcad0437286cd5a7fab7713671b391fda8d167440ad87ba91f2533debf9a96
mkN414	N	10277	Str -> N	True	True	0		Fem	88e17908f4bb30f038839197ee3f791db349e04a1db0673b4de0ef869acaf04f
mkN415	N	10324	Str -> N	False	False	0		Masc	5a942c6fab0e385caa1d1be0902d911f4bd04267f037e1377583009107681403
mkN416	N	10344	Str -> N	True	True	0		Fem	7d95b87d75f5f87ac941c10ab8148c7d3e6d7f6f6eb0a20e10c50f30fd90443d
mkN417	N	10367	Str -> N	False	False	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2	Masc	0dc4ccf9cf418b20625a01fc4a619c4288429239433a18aef9821cf76225640f
mkN418	N	10387	Str -> N	True	True	0		Masc	5f9e22eabd7aacd69c9a6602301179c09de04a7129aec0f75c5f05b3b1615e13
mkN419	N	10410	Str -> N	True	True	0		Masc	b917fb7199f7134deb84ca6ec89052eac003672b8bea90c63582dabe54a9089a
mkN420	N	10433	Str -> N	False	False	0		Fem	6f03f691fb633ab5d5bf7bf63818a755b773c905a4570f5efc039173c57fcabf
mkN421	N	10453	Str -> N	False	False	0		Masc	9326014fcda552f3632de6cb9dcb150b4ce85507eb099fdfb7f221a1eb99f35f
mkN422	N	10526	Str -> N	True	True	0		Fem	ff98189d71a35dc1499e05b43767625b2c11875d9b9deb9ecf68a03025793d10
mkN423	N	10549	Str -> N	True	True	0		Masc	27811f46eef4e4e45abe7ca06b6aae683d53e58e4ef24a42abc3c1df6460cbb4
mkN424	N	10573	Str -> N	True	True	0		Masc	ab3ac3986eff248f24dcc7201149452085aece1e62e8f12ff91109b6a92378db
mkN425	N	10617	Str -> N	False	False	0		Masc	1e5f580f76f880be7d7c9fba78ace9961edc815fd9fd1453b9d7fbbf0ea0a44a
mkN426	N	10658	Str -> N	True	True	0		Masc	a2b7b0e4c50c23aefcbf707b0ed373d17cd8c793aa2a42ade3a6665b75d641ba
mkN427	N	10703	Str -> N	False	False	0		Fem	5faf1272aa55c8e98e739318ba1c6f45603b94c69f561faa410c3161794f58a5
mkN428	N	10728	Str -> N	True	True	0		Masc	4a1b623975a09e09f880352aa8a5c74fd0e93aa2ada40f0c19fed9a8b5d3b094
mkN429	N	10752	Str -> N	False	False	0		Masc	d4acc401b8d3c30aca4ff0146e416d845cc68e7e11fd90e02614ac2675db43e5
mkN430	N	10773	Str -> N	True	True	0		Fem	fbaa9ae0e7987c3232d2ce2ce902ac0033651af20700317254c30e25dd907021
mkN431	N	10797	Str -> N	False	False	0		Masc	0ec499dfee83248ba9196686bdd58dbecd7cafb690b2bb952b354fd74742a5aa
mkN432	N	10817	Str -> N	False	False	0		Fem	909bb389dac344d51af8f57e73ac43d396de1a4d55af807b3e9e1ed342180550
mkN433	N	10837	Str -> N	True	True	0		Fem	f53f14b992b226c8527f8a7dafe26655af1ccc373bfababb1161d07b393e4eff
mkN434	N	10860	Str -> N	True	True	0		Fem	289316694fb576f5aec00ae5a3f6749b823a898ecbc2a9341bbe0c1645663728
mkN435	N	10883	Str -> N	True	True	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2	Masc	5a222ee6884652b3ba2c2b31d9bb50bb01f9a428c8c86ff9de3ca8dde6d38c82
mkN436	N	10906	Str -> N	True	True	0		Fem	9f5bceb7539e72337d540ac21ee29ed16e6fdc2fd7a1e621fdf931ac59434e82
mkN437	N	10929	Str -> N	True	True	0		Masc	6b024a51988d9f20c8915ff37209ae09832edcd1578cff5f42797b46fe9f1f2f
mkN438	N	10952	Str -> N	True	False	0		Masc	d175e3f83f95217e62ddddcc717b39b896296bb254221bb8ba402deb7dca8229
mkN439	N	10991	Str -> N	True	True	0		Fem	a7d05effd65371a7adaeae96b7570fe6a9dd3f9324f79073e943605530aefc6e
mkN440	N	11014	Str -> N	True	True	0		Masc	49e82729fd614eeb90b68f8bc0b443556023764b57533b9096047d9d8f55e7a8
mkN441	N	11037	Str -> N	True	True	0		Fem	e3e92ce9c7409609161e22eb3fecc8785bf344049a0094bc3055969713398f08
mkN442	N	11084	Str -> N	True	True	0		Fem	41f99c6010ccf172aec1307199156912bff06b1be1153762b0f5acef867fbb68
mkN443	N	11131	Str -> N	True	True	0		Masc	5ed3471976e4aec4d3b50e786a2cc3da2c2354dafe0655df5ab1236af26cda36
mkN444	N	11178	Str -> N	False	False	0		Masc	8ababefc870c100e2dfe057ef5f74102339e21c0926d23d1e511fc6bf355ae61
mkN445	N	11222	Str -> N	True	True	0		Masc	4741d9fdc04b670b57bfa30a739ea95f2be39c8822fad8892f2eb231f238cfb0
mkN446	N	11269	Str -> N	True	True	0		Masc	64f754abbf6d58f38cdac084f1e7813685db054144d24797e43ddcf4fce3635a
mkN447	N	11316	Str -> N	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1	Fem	dee9b5030cf84fd3f35634393b7c88baa381d17d76c8131a19c8e7017528d56b
mkN448	N	11363	Str -> N	False	False	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1	Masc	d501b95ecbde31da15346e7aa94bedce9d92291e409b6e0e0e450cec0e16679c
mkN449	N	11407	Str -> N	True	True	0		Masc	4e65fec5e9476f941df92929c561d37cb5cb8209b98dc93c1ca440a31ee78618
mkN450	N	11454	Str -> N	True	True	0		Masc	625f6ac8ff6b1ef1507f3406498032e865ca6ead31a1e4d33831d39273f3cff7
mkN451	N	11505	Str -> N	True	True	0		Masc	8715e573ef01d0afe7f5223c662cda7fec8a3a2f28ead1426cc72238161e0aa3
mkN452	N	11553	Str -> N	False	False	0		Fem	2b603be910096360cd19dd575cc493f80a42227c9b624bb55fc60a01006872c6
mkN453	N	11574	Str -> N	True	True	0		Masc	c649db3a276109cf85079335014436df72ee4540958c4ea32009f36f1be8434e
mkN454	N	11600	Str -> N	True	True	0		Fem	68a7e82f84aa11b072d4dd7a89f7c3220d489973628c26b240fccedcff620efe
mkN455	N	11623	Str -> N	True	True	0		Fem	75ea94fa9f38ea86f4708bd8dae1be38ef45105bb9451c1dd99bec20d7be1280
mkN456	N	11646	Str -> N	False	False	0		Masc	47cb94b45a54ea2c988df6e8b771c1600ac3c0b3e5cf75a2d7bf76f697ed9048
mkN457	N	11666	Str -> N	True	True	0		Fem	6edbe91a0204ac8671f6b9698ed10df9c12a88a19e2a37bfe7ebe03def113bdf
mkN458	N	11692	Str -> N	False	False	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1	Masc	03e301a0d846899d40bdcb560fb630a3b8bc756948c4acb3da287f52df66b820
mkN459	N	11713	Str -> N	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1	Fem	125c22736f707c4ba3ab941af16a2e742f36da007b46623375f5a5883f56d5cd
mkN460	N	11736	Str -> N	True	True	0		Masc	4c873199522f61d586e28c3dea073462de1c59b7354df97fbbb9ade8be731024
mkN461	N	11797	Str -> N	False	False	0		Masc	98f19ca26a399de69aae73f869bf942a9c76e708fa356ce4c399f8e0298b56c8
mkN462	N	11817	Str -> N	True	True	0		Fem	8c4d3f2d98a53688cbb2f1dd97372cda8839b88a3199ff94473cb1710ba275b1
mkN463	N	11840	Str -> N	True	True	0		Fem	ef48f7ab96e9e1f0389b005f9f7ddf83a568bc98cf174d77fb4cd26e773bb951
mkN464	N	11863	Str -> N	False	False	0		Masc	c5ad462a1eb4b3544e618321a4766053aba6871b850d24bc2ff4cad3142e2a6d
mkN465	N	11883	Str -> N	False	False	0		Masc	5780153387dbfbff209aecc18ea3ac859f666888200edbf5f1fd25346a14158a
mkN466	N	11903	Str -> N	False	False	0		Fem	ec048c8a5dd407422f6358b184d7038f60c39c85fa6037c740d215bf1ef82caa
mkN467	N	11923	Str -> N	False	False	0		Fem	63ea17a10c33f2584c76407f0baa8e34a439fec66f164cedb0fe3a77ac3599cc
mkN468	N	11944	Str -> N	True	True	0		Masc	90ce267696651aed165fe9672ff5d53cd6a6efbb8ec237bc9524869d8e0b6c12
mkN469	N	11967	Str -> N	False	False	0		Masc	3c23f3e1b8577115567cc8699839320109c7e7b22f310f550d3b905043ff3f45
mkN470	N	11987	Str -> N	False	False	0		Fem	41f327f443e36297b00fef34aaa7d174b0b9ad4df855769730375fac4f34c744
mkN471	N	12007	Str -> N	False	False	0		Masc	2d09dde54fa291c4d33725c9bbe70c51c97a28fc552cd87445cc618df34075ad
mkN472	N	12027	Str -> N	True	True	0		Fem	055250a5953f7f2121994a603663681431ec258aa90bc76e540fb6ac73736ce3
mkN473	N	12050	Str -> N	True	True	0		Fem	e92d33da537d103b8bd2970ae564ac71e7182b424ef52802827caabab3bb5866
mkN474	N	12073	Str -> N	True	True	0		Fem	5c734952ea4a8398eb131a131a9c81710714af7be560d044e6fe0e54052defcf
mkN475	N	12096	Str -> N	True	True	0		Fem	d59fccaeef14a7a4a584bb84b22715988baf954c7bc4d0498268c6b71919ef84
mkN476	N	12119	Str -> N	True	True	0		Fem	9f3cfe22ff7dd9c452f40fa76ca2bdefd2793edfd88cbeb197f6a63f2940d26d
mkN477	N	12142	Str -> N	True	True	0		Fem	e76be4058b6dabc41a0f23597181162eae95af6e9c6dacd0aa4723668993b61b
mkN478	N	12165	Str -> N	True	True	0		Fem	3d9d418372d59f8cd145d8f691fd97af61a9c1ecbb4104e37f7c02915d8c67d2
mkN479	N	12188	Str -> N	False	False	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2	Masc	db69a1903be139ea07999287a8f58b2563bc0b3b0d5b5dcb961755023e115c4a
mkN480	N	12208	Str -> N	True	True	0		Fem	e1d036bf985ae176b7a770428f53b057869ed9d62708a14e232ef2395462f419
mkN481	N	12231	Str -> N	True	True	0		Masc	4b8962875030bb77d3698b29a52ea3616aa833473c8ba09365271abdd484ac0b
mkN482	N	12278	Str -> N	False	False	0		Masc	18802fc624bf8e17ad85611792f20f1e1fe7ef56131cc3bb9248512b348677e5
mkN483	N	12322	Str -> N	True	True	0		Masc	8e31883f663fb56cfe42048d3fb5d80b3096f2160a22949d8f824481976ba866
mkN484	N	12370	Str -> N	True	True	0		Masc	65d187d4495ebe81e45482fa33b642d0509f9f3a1e537ea08da548a235ff1dfb
mkN485	N	12417	Str -> N	True	True	0		Fem	2f7aaf6b4fedb1fe33c9e75dbb35a4c622386fdd38c4feea3d72acafac0ad061
mkN486	N	12464	Str -> N	True	True	0		Fem	57314061e42664a4e6ff0fca34717dfb93b2c8ecc666b5a2bd5c862781d4a633
mkN487	N	12511	Str -> N	True	True	0		Fem	80047b58746dfae6c8dc8ac2124b3642cfdf2b87db35e43bc1df950018df3b2d
mkN488	N	12558	Str -> N	True	True	0		Fem	a0f5a85c46c5032a800f801aa5b3ec649a81ff87fa9831861579b0306f61d5ab
mkN489	N	12605	Str -> N	True	True	0		Masc	dfd9f89327adfda5c70353ac624d89bacccdbf7fb99b36dcc33827ba2fd6d929
mkN490	N	12652	Str -> N	False	False	0		Masc	11bc0448304397ea626975f60b8e8b2fb8059fcaa85777c86a18f8d126e7b6f6
mkN491	N	12711	Str -> N	True	True	0		Fem	de09a2051f58a6de1eb1ddc4885fd2e8b2bc9da570bcfd0f755654ee67a794c4
mkN492	N	12738	Str -> N	True	True	0		Fem	4308e194b24d9368c191e29a0de4aa8c9df884977d6f86380c78c78f55d0942c
mkN493	N	12765	Str -> N	False	False	0		Masc	52d9b108799b355cd99171f7444d38759c32ad71af07b37dadb4af4e2824c42b
mkN494	N	12789	Str -> N	False	False	0		Fem	0f024398e0e3aef03b93dad6eb2ac92d9a16dfc11542d53e0b506c5a1d982bcb
mkN495	N	12833	Str -> N	True	True	0		Masc	cd2e2b25042b9e80d204e3af038d65a5c75ca67873c4ab237f8cdd35ca904f2f
mkN496	N	12861	Str -> N	True	True	0		Fem	4f7d58c3b23a8539f5a5e3a620db927c5f87c89d48fbb6a4cbbca5754735fe50
mkN497	N	12888	Str -> N	False	False	0		Fem	fa8af41081a7208381adc5549c8470cbafcc85fb109afee19ba255f5df477d49
mkN498	N	12932	Str -> N	False	False	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1	Masc	15149430324ac27ae2aa405aa7b02ece20e481b9597efd4ba0d33c730ab46225
mkN499	N	12952	Str -> N	True	True	0		Masc	9260a5be41e9e2db95c290458e61a35bfe34ec13d218337cd3a08b76dd5dd313
mkN500	N	12999	Str -> N	False	False	0		Masc	d6019c6658f5c63b15acc1055641e1ad2e89272e3de388c8f92b0a2997a230d3
mkN501	N	13025	Str -> N	False	False	0		Fem	2bcec192488828a544970fae68f8980c2448848e0d3e3e396a80a4d6b1b0961c
mkN502	N	13050	Str -> N	True	True	0		Fem	2baab20da055ac5568dbe470f9a91befde37a1773bc11450139034b37e14d7c2
mkN503	N	13073	Str -> N	True	True	0		Fem	961a3237ec70a2a3b0228bffc59414c3242ffc49efee08d7ecef51fedbe4f037
mkN504	N	13096	Str -> N	True	True	0		Fem	97249a24c5e4f827ff7323b3a8719b2e2572dfe3a323a8b9ccd80fe4b27792f6
mkN505	N	13119	Str -> N	True	True	0		Fem	fe2e654250c9a3184a4950c58aa1bb917f33e23f2374f3236ff562c3b770e222
mkN506	N	13142	Str -> N	True	True	0		Fem	3f07d26d81e66f42bf7eb9d88986ab92839b5baf46d150b05af8ad268471fc6d
mkN507	N	13165	Str -> N	True	True	0		Fem	868c4192a8b20700303f0e591ac70c3d1ba08ae5f22833b749256e1d1bc1cacc
mkN508	N	13188	Str -> N	True	True	0		Masc	9393f4a6bdc2ce3e89fbce734268ff936763556c3782102171c326fb00bab249
mkN509	N	13211	Str -> N	True	True	0		Masc	c86d9e173569a56b42bcf3dc2a7f0f1afc2b876bbaa652680f71454bd6cf2a32
mkN510	N	13238	Str -> N	True	True	0		Fem	e7581d3d359a7e49b1fc8d52869de0bc44ab935fd29e75b19b9dd043a19037d1
mkN511	N	13263	Str -> N	False	False	0		Masc	749e99ca78fb15799f46df40f0b4bd412515aaca1d553edf84fa9e0939ca891a
mkN512	N	13285	Str -> N	True	True	0		Fem	01549b61bcc97552cb8be4549d1c69f269fb6a5ae4796451d16ed89ce0ab4f44
mkN513	N	13313	Str -> N	True	True	0		Masc	58385da11284623da6a2567f64a8544e92e4bd2cca716084a6ff22596715a995
mkN514	N	13340	Str -> N	True	True	0		Fem	78ee0ec58cc9895a75b5167263fa1e4505bae5a9c3c517481699d1b1a42a610d
mkN515	N	13368	Str -> N	False	False	0		Fem	cc85d31f815da8c1e40b3591a99ad443a2f0058dc3cc20bc4f4719477462e462
mkN516	N	13390	Str -> N	False	False	0		Masc	766fc8c60e09d8246a7d5f0a1199fd646863331621278c8a747a1421dbfaa4b0
mkN517	N	13412	Str -> N	False	False	0		Masc	3e7a97d19df4fe803589a1ca81549adb208a6a445ab7e083e8ef89240738f36e
mkN518	N	13434	Str -> N	False	False	0		Masc	405e61f738e710838efd96d74df6e9ce6d6ffbadfc44a6fbbb9b46d9793a1195
