id,base,cat,quality,source,expr,note
dukem_V,dukem,V,compile-safe-placeholder,Tosk reference,"invariantV ""dukem""","Tosk ref observed: dukej, dukur; Compile-safe placeholder pending Albanian paradigm certification."
dëgjoj_V,dëgjoj,V,exact,RGL LexiconSqi,"mkV ""dëgjoj""",hear_V2; listen_V2
dërgoj_V,dërgoj,V,exact,RGL LexiconSqi,"mkV ""dërgoj""",send_V3
eci_V,eci,V,exact-irregular,RGL IrregSqi,lin V I.eci_V,eci_V
fik_V,fik,V,exact,RGL LexiconSqi,"mkV ""fik""",switch8off_V2
filloj_V,filloj,V,compile-safe-placeholder,Tosk reference,"invariantV ""filloj""","Tosk ref observed: fillojë, filluan, filluar; Compile-safe placeholder pending Albanian paradigm certification."
fitoj_V,fitoj,V,exact,RGL LexiconSqi,"mkV ""fitoj""",win_V2
flas_V,flas,V,exact,RGL LexiconSqi,"mkV ""flas""",speak_V2; talk_V3
fle_V,fle,V,exact,RGL LexiconSqi,"invariantV ""fle""",sleep_V
fluturoj_V,fluturoj,V,exact,RGL LexiconSqi,"mkV ""fluturoj""",fly_V
fryhem_V,fryhem,V,exact,RGL LexiconSqi,"mkV ""fryhem""",swell_V
fryj_V,fryj,V,exact,RGL LexiconSqi,"mkV ""fryj""",blow_V
frymoj_V,frymoj,V,exact,RGL LexiconSqi,"mkV ""frymoj""",breathe_V
fshij_V,fshij,V,exact,RGL LexiconSqi,"mkV ""fshij""",wipe_V2
fërkoj_V,fërkoj,V,exact,RGL LexiconSqi,"mkV ""fërkoj""",rub_V2
gjej_V,gjej,V,exact-irregular,RGL IrregSqi; RGL LexiconSqi,lin V I.gjej_V,find_V2; gjej_V
gjuaj_V,gjuaj,V,exact,RGL LexiconSqi,"mkV ""gjuaj""",hunt_V2
godit_V,godit,V,exact,RGL LexiconSqi,"mkV ""godit""",hit_V2
gënjej_V,gënjej,V,exact,RGL LexiconSqi,"mkV ""gënjej""",lie_V
gërmoj_V,gërmoj,V,exact,RGL LexiconSqi,"mkV ""gërmoj""",dig_V
gërvisht_V,gërvisht,V,exact,RGL LexiconSqi,"mkV ""gërvisht""",scratch_V2
ha_V,ha,V,exact-irregular,RGL IrregSqi; RGL LexiconSqi,lin V I.ha_V,eat_V2; ha_V
hap_V,hap,V,exact,RGL LexiconSqi,"mkV ""hap""",open_V2
harroj_V,harroj,V,exact,RGL LexiconSqi,"mkV ""harroj""",forget_V2
hedh_V,hedh,V,exact,RGL LexiconSqi,"mkV ""hedh""",throw_V2
humb_V,humb,V,exact,RGL LexiconSqi,"mkV ""humb""",lose_V2
hyj_V,hyj,V,exact-irregular,RGL IrregSqi,lin V I.hyj_V,hyj_V
iki_V,iki,V,exact-irregular,RGL IrregSqi,lin V I.iki_V,iki_V
jam_V,jam,V,exact-irregular,RGL IrregSqi,lin V I.jam_V,jam_V
jap_V,jap,V,exact-irregular,RGL IrregSqi; RGL LexiconSqi,lin V I.jap_V,give_V3; jap_V
jetoj_V,jetoj,V,exact,RGL LexiconSqi,"mkV ""jetoj""",live_V
kafshoj_V,kafshoj,V,exact,RGL LexiconSqi,"mkV ""kafshoj""",bite_V2
kam_V,kam,V,exact-irregular,RGL IrregSqi,lin V I.kam_V,kam_V
kryej_V,kryej,V,compile-safe-placeholder,Tosk reference,"invariantV ""kryej""",Tosk ref observed: kryera; Compile-safe placeholder pending Albanian paradigm certification.
kryhem_V,kryhem,V,compile-safe-placeholder,Tosk reference,"invariantV ""kryhem""",Tosk ref observed: kryhej; Compile-safe placeholder pending Albanian paradigm certification.
kthehem_V,kthehem,V,exact,RGL LexiconSqi,"mkV ""kthehem""",turn_V
kthen_V,kthen,V,compile-safe-placeholder,Tosk reference,"invariantV ""kthen""",Tosk ref observed: ktheni; Compile-safe placeholder pending Albanian paradigm certification.
kuptoj_V,kuptoj,V,exact,RGL LexiconSqi,"mkV ""kuptoj""",know_VQ; know_VS; understand_V2
këndoj_V,këndoj,V,exact,RGL LexiconSqi,"mkV ""këndoj""",sing_V
kërcej_V,kërcej,V,exact,RGL LexiconSqi,"mkV ""kërcej""",jump_V
kërkoj_V,kërkoj,V,exact,RGL LexiconSqi,"mkV ""kërkoj""",seek_V2
lag_V,lag,V,compile-safe-placeholder,Tosk reference,"invariantV ""lag""",Tosk ref observed: lagte; Compile-safe placeholder pending Albanian paradigm certification.
laj_V,laj,V,exact,RGL LexiconSqi,"mkV ""laj""",wash_V2
lexoj_V,lexoj,V,rgl+reference-characteristic,RGL LexiconSqi,"mkV ""lexoj"" ""lexuar""",read_V2; Tosk participle applied
lidh_V,lidh,V,exact,RGL LexiconSqi,"mkV ""lidh""",tie_V2
luaj_V,luaj,V,exact,RGL LexiconSqi,"mkV ""luaj""",play_V; play_V2
luftoj_V,luftoj,V,rgl+reference-characteristic,RGL LexiconSqi,"mkV ""luftoj"" ""luftuar""",fight_V2; Tosk participle applied
lutem_V,lutem,V,exact,RGL LexiconSqi,"mkV ""lutem""",beg_V2V
lyej_V,lyej,V,exact,RGL LexiconSqi,"mkV ""lyej""",paint_V2A
lë_V,lë,V,rgl+reference-characteristic,RGL LexiconSqi,"mkV ""lë"" ""lënë""",leave_V2; Tosk participle applied
mbaj_V,mbaj,V,exact,RGL LexiconSqi,"mkV ""mbaj""",hold_V2
mbyll_V,mbyll,V,exact,RGL LexiconSqi,"mkV ""mbyll""",close_V2
mendoj_V,mendoj,V,exact,RGL LexiconSqi,"mkV ""mendoj""",think_V
meritoj_V,meritoj,V,compile-safe-placeholder,Tosk reference,"invariantV ""meritoj""",Tosk ref observed: merituar; Compile-safe placeholder pending Albanian paradigm certification.
monoton_V,monoton,V,compile-safe-placeholder,Tosk reference,"invariantV ""monoton""",Tosk ref observed: monoton; Compile-safe placeholder pending Albanian paradigm certification.
mund_V,mund,V,exact,RGL StructuralSqiVerbal,"invariantV ""mund""",
mësoj_V,mësoj,V,rgl+reference-characteristic,RGL LexiconSqi,"mkV ""mësoj"" ""mësuar""",learn_V2; Tosk participle applied; teach_V2; Tosk participle applied
ndaj_V,ndaj,V,exact,RGL LexiconSqi,"mkV ""ndaj""",split_V2
ndalem_V,ndalem,V,exact,RGL LexiconSqi,"mkV ""ndalem""",stop_V
ndez_V,ndez,V,exact,RGL LexiconSqi,"mkV ""ndez""",switch8on_V2
ngre_V,ngre,V,exact-irregular,RGL IrregSqi,lin V I.ngre_V,ngre_V
ngrij_V,ngrij,V,exact,RGL LexiconSqi,"mkV ""ngrij""",freeze_V
nisem_V,nisem,V,compile-safe-placeholder,Tosk reference,"invariantV ""nisem""",Tosk ref observed: nisej; Compile-safe placeholder pending Albanian paradigm certification.
njoh_V,njoh,V,exact-irregular,RGL IrregSqi; RGL LexiconSqi,lin V I.njoh_V,know_V2; njoh_V
notoj_V,notoj,V,exact,RGL LexiconSqi,"mkV ""notoj""",swim_V
nuhas_V,nuhas,V,exact,RGL LexiconSqi,"mkV ""nuhas""",smell_V
numëroj_V,numëroj,V,exact,RGL LexiconSqi,"mkV ""numëroj""",count_V2
nënshkruaj_V,nënshkruaj,V,compile-safe-placeholder,Tosk reference,"invariantV ""nënshkruaj""",Tosk ref observed: nënshkruan; Compile-safe placeholder pending Albanian paradigm certification.
pasqyroj_V,pasqyroj,V,compile-safe-placeholder,Tosk reference,"invariantV ""pasqyroj""",Tosk ref observed: pasqyrojnë; Compile-safe placeholder pending Albanian paradigm certification.
pi_V,pi,V,exact-irregular,RGL IrregSqi; RGL LexiconSqi,lin V I.pi_V,drink_V2; pi_V
pluskoj_V,pluskoj,V,exact,RGL LexiconSqi,"mkV ""pluskoj""",float_V
pres_V,pres,V,exact,RGL LexiconSqi,"mkV ""pres""",cut_V2; wait_V2
pyes_V,pyes,V,exact,RGL LexiconSqi,"mkV ""pyes""",ask_V2Q
pëlqej_V,pëlqej,V,exact,RGL LexiconSqi,"mkV ""pëlqej""",like_V2
përgjigjem_V,përgjigjem,V,exact,RGL LexiconSqi,"mkV ""përgjigjem""",answer_V2S
përpiqem_V,përpiqem,V,compile-safe-placeholder,Tosk reference,"invariantV ""përpiqem""",Tosk ref observed: përpiqeni; Compile-safe placeholder pending Albanian paradigm certification.
përziej_V,përziej,V,compile-safe-placeholder,Tosk reference,"invariantV ""përziej""",Tosk ref observed: përzier; Compile-safe placeholder pending Albanian paradigm certification.
pështyj_V,pështyj,V,exact,RGL LexiconSqi,"mkV ""pështyj""",spit_V
qep_V,qep,V,exact,RGL LexiconSqi,"mkV ""qep""",sew_V
qesh_V,qesh,V,exact,RGL LexiconSqi,"mkV ""qesh""",laugh_V
qull_V,qull,V,compile-safe-placeholder,Tosk reference,"invariantV ""qull""",Tosk ref observed: qullur; Compile-safe placeholder pending Albanian paradigm certification.
qëndroj_V,qëndroj,V,exact,RGL LexiconSqi,"mkV ""qëndroj""",stand_V
rregullohem_V,rregullohem,V,compile-safe-placeholder,Tosk reference,"invariantV ""rregullohem""","Tosk ref observed: rregullohen, rregullohet; Compile-safe placeholder pending Albanian paradigm certification."
rrjedh_V,rrjedh,V,exact,RGL LexiconSqi,"mkV ""rrjedh""",flow_V
rrëmbej_V,rrëmbej,V,compile-safe-placeholder,Tosk reference,"invariantV ""rrëmbej""",Tosk ref observed: rrëmbeni; Compile-safe placeholder pending Albanian paradigm certification.
rrëzohem_V,rrëzohem,V,exact,RGL LexiconSqi,"mkV ""rrëzohem""",fall_V
shes_V,shes,V,exact,RGL LexiconSqi,"mkV ""shes""",sell_V3
shikoj_V,shikoj,V,exact,RGL LexiconSqi,"mkV ""shikoj""",watch_V2
shkoj_V,shkoj,V,exact,RGL LexiconSqi,"mkV ""shkoj""",go_V
shkruaj_V,shkruaj,V,exact,RGL LexiconSqi,"mkV ""shkruaj""",write_V2
shkruhem_V,shkruhem,V,compile-safe-placeholder,Tosk reference,"invariantV ""shkruhem""",Tosk ref observed: shkruhej; Compile-safe placeholder pending Albanian paradigm certification.
shkëlqej_V,shkëlqej,V,compile-safe-placeholder,Tosk reference,"invariantV ""shkëlqej""",Tosk ref observed: shkëlqente; Compile-safe placeholder pending Albanian paradigm certification.
shoh_V,shoh,V,exact-irregular,RGL IrregSqi; RGL LexiconSqi,lin V I.shoh_V,see_V2; shoh_V
shpresoj_V,shpresoj,V,exact,RGL LexiconSqi,"mkV ""shpresoj""",hope_VS
shtoj_V,shtoj,V,exact,RGL LexiconSqi,"mkV ""shtoj""",add_V3
shtrydh_V,shtrydh,V,exact,RGL LexiconSqi,"mkV ""shtrydh""",squeeze_V2
shtyj_V,shtyj,V,exact,RGL LexiconSqi,"mkV ""shtyj""",push_V2
shëtis_V,shëtis,V,exact,RGL LexiconSqi,"mkV ""shëtis""",walk_V
siguroj_V,siguroj,V,compile-safe-placeholder,Tosk reference,"invariantV ""siguroj""",Tosk ref observed: siguron; Compile-safe placeholder pending Albanian paradigm certification.
them_V,them,V,exact-irregular,RGL IrregSqi; RGL LexiconSqi,lin V I.them_V,say_VS; them_V
ther_V,ther,V,exact,RGL LexiconSqi,"mkV ""ther""",stab_V2
thith_V,thith,V,exact,RGL LexiconSqi,"mkV ""thith""",suck_V2
thyej_V,thyej,V,exact,RGL LexiconSqi,"mkV ""thyej""",break_V2
tërheq_V,tërheq,V,exact,RGL LexiconSqi,"mkV ""tërheq""",pull_V2
udhëtoj_V,udhëtoj,V,exact,RGL LexiconSqi,"mkV ""udhëtoj""",travel_V
ulem_V,ulem,V,exact,RGL LexiconSqi,"mkV ""ulem""",sit_V
urrej_V,urrej,V,exact-irregular,RGL IrregSqi; RGL LexiconSqi,lin V I.urrej_V,hate_V2; urrej_V
varem_V,varem,V,compile-safe-placeholder,Tosk reference,"invariantV ""varem""",Tosk ref observed: varet; Compile-safe placeholder pending Albanian paradigm certification.
vdes_V,vdes,V,exact,RGL LexiconSqi,"mkV ""vdes""",die_V
vendos_V,vendos,V,exact,RGL LexiconSqi,"mkV ""vendos""",put_V2
vij_V,vij,V,exact-irregular,RGL IrregSqi; RGL LexiconSqi,lin V I.vij_V,come_V; vij_V
vjell_V,vjell,V,exact,RGL LexiconSqi,"mkV ""vjell""",vomit_V
vrapoj_V,vrapoj,V,exact,RGL LexiconSqi,"mkV ""vrapoj""",run_V
vras_V,vras,V,rgl+reference-characteristic,RGL LexiconSqi,"mkV ""vras"" ""vrarë""",kill_V2; Tosk participle applied
vulos_V,vulos,V,compile-safe-placeholder,Tosk reference,"invariantV ""vulos""",Tosk ref observed: vulosur; Compile-safe placeholder pending Albanian paradigm certification.
vë_V,vë,V,exact-irregular,RGL IrregSqi,lin V I.ve_V,ve_V
